Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,4.4
GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,5.7
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,6.7
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,7.9
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,7.8
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,7.5
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,4.4
Assetto Corsa,PS4,2016,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,73.0,6.2
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,60.0,5.8
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,76.0,7.7
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06,82.0,5.8
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,83.0,8.3
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.6
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,6.8
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0.0,0.0,0.01,0.06,76.0,7.9
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,4.8
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76.0,8.8
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,7.9
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.06,60.0,6.7
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,6.9
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,6.5
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,7.8
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0.0,0.05,0.0,0.0,0.06,58.0,7.5
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0.0,0.0,0.01,0.06,60.0,8.4
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06,71.0,8.3
Street Fighter V,PC,2016,Fighting,Capcom,0.0,0.05,0.0,0.0,0.06,74.0,2.9
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,42.0,4.1
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0.0,0.0,0.06,71.0,7.2
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,25.0,1.9
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,6.4
Remember Me,PC,2013,Action,Capcom,0.0,0.05,0.0,0.0,0.06,65.0,7.4
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,19.0,1.3
Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,86.0,8.2
7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,5.2
Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05,83.0,6.9
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,43.0,6.0
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59.0,7.4
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52.0,3.5
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,43.0,7.8
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,4.9
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,6.5
F1 2015,PC,2015,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,3.6
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,8.0
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,5.1
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,7.1
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,4.1
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,7.1
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,6.5
Steins;Gate 0,PS4,2015,Adventure,PQube,0.0,0.0,0.05,0.0,0.05,81.0,8.3
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,5.1
Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,3.4
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,7.4
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,5.4
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,5.7
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,7.5
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,3.8
Child of Light,PS4,2014,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,8.0
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,7.4
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.05,87.0,6.1
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0.0,0.0,0.05,87.0,8.1
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0.0,0.0,0.05,50.0,5.3
Ride 2,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.05,71.0,8.0
Root Letter,PSV,2016,Adventure,PQube,0.0,0.03,0.01,0.01,0.05,78.0,7.8
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0.0,0.0,0.0,0.05,63.0,6.3
Sbastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,8.1
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,8.6
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0.0,0.01,0.04,66.0,7.0
Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,4.3
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0.0,0.0,0.04,55.0,6.0
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,5.8
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,8.5
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,8.1
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,8.3
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,8.9
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,6.9
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,1.0
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,5.8
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,5.6
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,6.8
Stellaris,PC,2016,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,8.0
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,8.3
Terraria,XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,7.7
Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,7.0
Dead Rising,PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.6
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,7.1
Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,6.2
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49.0,6.3
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,7.7
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,7.9
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,6.4
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,8.1
Transport Fever,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,7.0
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,3.5
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,8.0
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,8.0
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,4.8
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,7.5
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,5.1
The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,7.5
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,6.9
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,7.4
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,74.0,7.7
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,83.0,6.1
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,6.3
DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,86.0,8.7
Trials Fusion,PC,2014,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,80.0,6.8
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.0,0.01,0.03,80.0,8.0
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,65.0,7.3
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,7.3
Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,7.6
The Golf Club,XOne,2014,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,5.4
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,7.6
The Inner World,PC,2013,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,8.1
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,74.0,8.1
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,6.9
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0.0,0.0,0.03,48.0,4.6
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,0.03,73.0,8.4
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03,88.0,8.4
Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,4.8
Bus Simulator 16,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,46.0,6.1
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,3.5
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03,43.0,7.4
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,82.0,6.6
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,68.0,7.4
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,59.0,6.6
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.03,57.0,7.8
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,67.0,6.2
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,62.0,6.4
GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,78.0,6.2
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86.0,7.7
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,58.0,7.1
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,62.0,6.5
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,7.9
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,64.0,7.3
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,81.0,9.0
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,31.0,4.5
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,78.0,7.8
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.02,55.0,4.7
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,58.0,5.8
Sacred 3,PC,2014,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57.0,1.4
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,69.0,3.7
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,65.0,7.3
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0.0,0.0,0.0,0.02,63.0,6.2
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0.0,0.0,0.02,52.0,7.1
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0.0,0.02,0.0,0.0,0.02,43.0,2.4
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0.0,0.0,0.0,0.02,79.0,8.5
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66.0,8.5
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73.0,5.4
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,40.0,5.8
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,70.0,7.4
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26.0,2.4
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,69.0,7.9
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0.0,0.0,0.0,0.02,55.0,4.2
The Crew: Wild Run,XOne,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,65.0,6.6
The Crew: Wild Run,PC,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,74.0,7.4
Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,89.0,8.3
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0.0,0.0,0.0,0.02,48.0,2.0
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,50.0,5.0
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0.0,0.0,0.0,0.02,49.0,6.0
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,87.0,8.7
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,77.0,7.2
Quantum Break,PC,2016,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,66.0,4.3
DuckTales: Remastered,PC,2013,Action,Capcom,0.0,0.01,0.0,0.0,0.02,66.0,7.6
Assetto Corsa,XOne,2016,Racing,505 Games,0.0,0.01,0.0,0.0,0.02,63.0,6.7
Contrast,PC,2013,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,62.0,7.7
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,72.0,6.2
Republique,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01,72.0,5.8
NBA 2K17,PC,2016,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.3
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,6.2
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0.0,0.0,0.0,0.01,77.0,8.4
Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,73.0,6.9
War for the Overworld,PC,2015,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01,65.0,7.7
Darksiders: Warmastered Edition,XOne,2016,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01,80.0,7.9
The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,56.0,6.8
htoL#NiQ: The Firefly Diary,PSV,2014,Platform,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,58.0,7.7
Worms: WMD,XOne,2016,Action,Sold Out,0.01,0.0,0.0,0.0,0.01,75.0,8.1
Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01,66.0,5.7
Sherlock Holmes: The Devil's Daughter,PC,2016,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,65.0,7.3
Prototype: Biohazard Bundle,XOne,2016,Action,Activision,0.01,0.0,0.0,0.0,0.01,56.0,3.1
Agatha Christie's The ABC Murders,XOne,2016,Adventure,Microids,0.01,0.0,0.0,0.0,0.01,66.0,7.5
Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,71.0,7.1
Goat Simulator,XOne,2016,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01,53.0,6.3
Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01,67.0,7.1
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01,70.0,7.4
Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01,72.0,7.1
Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,71.0,7.1
TrackMania Turbo,PC,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,79.0,6.8
Super Dungeon Bros,PS4,2016,Action,Nordic Games,0.01,0.0,0.0,0.0,0.01,42.0,2.3
Sherlock Holmes: The Devil's Daughter,PS4,2016,Adventure,Bigben Interactive,0.01,0.0,0.0,0.0,0.01,70.0,6.8
Root Letter,PS4,2016,Adventure,PQube,0.0,0.0,0.01,0.0,0.01,69.0,7.5
Ride 2,PC,2016,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,78.0,7.9
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,82.0,8.3
Dungeons 2,PS4,2016,Role-Playing,Kalypso Media,0.01,0.0,0.0,0.0,0.01,61.0,7.9
Carmageddon: Max Damage,PS4,2016,Action,Stainless Games,0.01,0.0,0.0,0.0,0.01,51.0,5.5
Saints Row: Gat out of Hell,XOne,2015,Action,Deep Silver,0.0,0.01,0.0,0.0,0.01,65.0,6.0
Sbastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,63.0,8.2
Fast Racing Neo ,WiiU,2016,Action,Nintendo,0.0,0.01,0.0,0.0,0.01,81.0,8.5
Prison Architect,XOne,2016,Action,Introversion Software,0.01,0.0,0.0,0.0,0.01,74.0,6.7
Metal Gear Solid V: Ground Zeroes,PC,2014,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,80.0,7.6
